date,sales,onpromotion,dcoilwtico,transactions,is_national_holiday,precipitation_mm,is_payday,day_of_week,month,year
2013-12-22,814.0,0.0,99.11,7159.0,1,8.6,0,6,12,2013
2013-12-23,796.0,0.0,98.62,8256.0,1,5.8,0,0,12,2013
2013-12-24,305.0,0.0,98.87,7433.0,1,11.7,0,1,12,2013
2013-12-25,0.0,0.0,98.87,0.0,1,11.7,0,2,12,2013
2013-12-26,523.0,0.0,99.18,5084.0,1,3.1,0,3,12,2013
2013-12-27,468.0,0.0,99.94,5087.0,0,2.2,0,4,12,2013
2013-12-28,569.0,0.0,99.94,4822.0,0,1.2,0,5,12,2013
2013-12-29,635.0,0.0,99.94,4214.0,0,4.2,0,6,12,2013
2013-12-30,761.0,0.0,98.9,5810.0,0,5.4,0,0,12,2013
2013-12-31,460.0,0.0,98.17,5085.0,1,9.4,1,1,12,2013
2014-01-01,0.0,0.0,98.17,4246.202702702703,1,9.0,0,2,1,2014
2014-01-02,706.0,0.0,95.14,4422.0,0,2.7,0,3,1,2014
2014-01-03,627.0,0.0,93.66,4167.0,0,3.2,0,4,1,2014
2014-01-04,1130.0,0.0,93.66,5341.0,0,5.3,0,5,1,2014
2014-01-05,1308.0,0.0,93.66,5123.0,0,9.2,0,6,1,2014
2014-01-06,555.0,0.0,93.12,3917.0,0,17.3,0,0,1,2014
2014-01-07,499.0,0.0,93.31,3663.0,0,22.7,0,1,1,2014
2014-01-08,569.0,0.0,91.9,4254.0,0,21.5,0,2,1,2014
2014-01-09,365.0,0.0,91.36,3723.0,0,9.2,0,3,1,2014
2014-01-10,364.0,0.0,92.39,4010.0,0,9.1,0,4,1,2014
2014-01-11,712.0,0.0,92.39,5053.0,0,9.8,0,5,1,2014
2014-01-12,875.0,0.0,92.39,4852.0,0,12.1,0,6,1,2014
2014-01-13,426.0,0.0,91.45,3913.0,0,2.2,0,0,1,2014
2014-01-14,355.0,0.0,92.15,3560.0,0,3.8,0,1,1,2014
2014-01-15,395.0,0.0,93.78,3872.0,0,2.4,1,2,1,2014
2014-01-16,428.0,0.0,93.54,3781.0,0,2.4,0,3,1,2014
2014-01-17,362.0,0.0,93.96,3953.0,0,3.2,0,4,1,2014
2014-01-18,688.0,0.0,93.96,4950.0,0,10.7,0,5,1,2014
2014-01-19,785.0,0.0,93.96,4711.0,0,17.5,0,6,1,2014
2014-01-20,1944.0,0.0,93.96,3661.0,0,15.5,0,0,1,2014
2014-01-21,299.0,0.0,94.51,3781.0,0,8.6,0,1,1,2014
2014-01-22,365.0,0.0,96.35,3954.0,0,12.4,0,2,1,2014
2014-01-23,259.0,0.0,97.23,3568.0,0,2.7,0,3,1,2014
2014-01-24,292.0,0.0,96.66,3971.0,0,6.4,0,4,1,2014
2014-01-25,601.0,0.0,96.66,4813.0,0,15.2,0,5,1,2014
2014-01-26,695.0,0.0,96.66,4525.0,0,3.6,0,6,1,2014
2014-01-27,371.0,0.0,95.82,3723.0,0,1.4,0,0,1,2014
2014-01-28,266.0,0.0,97.49,3491.0,0,20.2,0,1,1,2014
2014-01-29,368.0,0.0,97.34,3810.0,0,25.6,0,2,1,2014
2014-01-30,315.0,0.0,98.25,3638.0,0,18.7,0,3,1,2014
2014-01-31,328.0,0.0,97.55,4189.0,0,4.2,1,4,1,2014
2014-02-01,916.0,0.0,97.55,5130.0,0,5.6,0,5,2,2014
2014-02-02,990.0,0.0,97.55,4827.0,0,9.1,0,6,2,2014
2014-02-03,454.0,0.0,96.44,3989.0,0,5.1,0,0,2,2014
2014-02-04,323.0,0.0,97.24,3742.0,0,15.4,0,1,2,2014
2014-02-05,440.0,0.0,97.4,4147.0,0,11.8,0,2,2,2014
2014-02-06,347.0,0.0,97.84,3712.0,0,8.2,0,3,2,2014
2014-02-07,322.0,0.0,99.98,4093.0,0,5.6,0,4,2,2014
2014-02-08,561.0,0.0,99.98,4909.0,0,9.4,0,5,2,2014
2014-02-09,648.0,0.0,99.98,4590.0,0,2.5,0,6,2,2014
2014-02-10,368.0,0.0,100.12,3788.0,0,2.5,0,0,2,2014
2014-02-11,327.0,0.0,99.96,3687.0,0,7.5,0,1,2,2014
2014-02-12,341.0,0.0,100.38,4220.0,0,10.5,0,2,2,2014
2014-02-13,311.0,0.0,100.27,4242.0,0,19.0,0,3,2,2014
2014-02-14,243.0,0.0,100.31,4362.0,0,16.1,0,4,2,2014
2014-02-15,634.0,0.0,100.31,4905.0,0,4.6,1,5,2,2014
2014-02-16,751.0,0.0,100.31,4739.0,0,10.2,0,6,2,2014
2014-02-17,357.0,0.0,100.31,3741.0,0,12.6,0,0,2,2014
2014-02-18,342.0,0.0,102.54,3672.0,0,13.3,0,1,2,2014
2014-02-19,337.0,0.0,103.46,4024.0,0,18.2,0,2,2,2014
2014-02-20,271.0,0.0,103.2,3747.0,0,12.2,0,3,2,2014
2014-02-21,245.0,0.0,102.53,3838.0,0,12.9,0,4,2,2014
2014-02-22,478.0,0.0,102.53,5233.0,0,7.6,0,5,2,2014
2014-02-23,408.0,0.0,102.53,4342.0,0,9.3,0,6,2,2014
2014-02-24,262.0,0.0,103.17,3845.0,0,10.5,0,0,2,2014
2014-02-25,1655.0,0.0,102.2,3760.0,0,8.8,0,1,2,2014
2014-02-26,218.0,0.0,102.93,3996.0,0,4.8,0,2,2,2014
2014-02-27,190.0,0.0,102.68,3899.0,0,7.7,0,3,2,2014
2014-02-28,252.0,0.0,102.88,4440.0,0,13.6,1,4,2,2014
2014-03-01,525.0,0.0,102.88,4857.0,0,10.2,0,5,3,2014
2014-03-02,438.0,0.0,102.88,3982.0,0,6.4,0,6,3,2014
2014-03-03,394.0,0.0,105.34,4004.0,1,25.9,0,0,3,2014
2014-03-04,513.0,0.0,103.64,4555.0,1,9.1,0,1,3,2014
2014-03-05,272.0,0.0,101.75,4002.0,0,8.0,0,2,3,2014
2014-03-06,315.0,0.0,101.82,4011.0,0,2.4,0,3,3,2014
2014-03-07,222.0,0.0,102.82,4127.0,0,11.9,0,4,3,2014
2014-03-08,449.0,0.0,102.82,5192.0,0,11.9,0,5,3,2014
2014-03-09,638.0,0.0,102.82,5533.0,0,19.2,0,6,3,2014
2014-03-10,264.0,0.0,101.39,3771.0,0,5.6,0,0,3,2014
2014-03-11,222.0,0.0,100.29,3844.0,0,7.3,0,1,3,2014
2014-03-12,228.0,0.0,98.29,4139.0,0,12.7,0,2,3,2014
2014-03-13,173.0,0.0,98.57,3660.0,0,2.7,0,3,3,2014
2014-03-14,207.0,0.0,99.23,3996.0,0,6.7,0,4,3,2014
2014-03-15,344.0,0.0,99.23,5025.0,0,8.3,1,5,3,2014
2014-03-16,464.0,0.0,99.23,5553.0,0,16.8,0,6,3,2014
2014-03-17,170.0,0.0,98.43,3965.0,0,18.2,0,0,3,2014
2014-03-18,121.0,0.0,100.08,3644.0,0,3.9,0,1,3,2014
2014-03-19,197.0,0.0,100.71,4133.0,0,2.5,0,2,3,2014
2014-03-20,224.0,0.0,99.68,3576.0,0,28.9,0,3,3,2014
2014-03-21,261.0,0.0,99.97,3914.0,0,36.7,0,4,3,2014
2014-03-22,574.0,0.0,99.97,5231.0,0,12.2,0,5,3,2014
2014-03-23,588.0,0.0,99.97,5200.0,0,7.8,0,6,3,2014
2014-03-24,290.0,0.0,100.05,3732.0,0,16.0,0,0,3,2014
2014-03-25,1421.0,0.0,99.66,3637.0,0,17.9,0,1,3,2014
2014-03-26,360.0,0.0,100.61,4051.0,0,10.9,0,2,3,2014
2014-03-27,248.0,0.0,101.25,3527.0,0,4.3,0,3,3,2014
2014-03-28,342.0,0.0,101.73,4056.0,0,6.0,0,4,3,2014
2014-03-29,638.0,0.0,101.73,5444.0,0,6.6,0,5,3,2014
2014-03-30,823.0,0.0,101.73,5201.0,0,14.7,0,6,3,2014
2014-03-31,503.0,0.0,101.57,4121.0,0,5.0,1,0,3,2014
2014-04-01,503.0,0.0,99.69,4158.0,0,0.7,0,1,4,2014
2014-04-02,477.0,0.0,99.6,4366.0,0,1.2,0,2,4,2014
2014-04-03,324.0,0.0,100.29,3763.0,0,8.6,0,3,4,2014
2014-04-04,407.0,0.0,101.16,4381.0,0,13.4,0,4,4,2014
2014-04-05,642.0,0.0,101.16,5529.0,0,1.5,0,5,4,2014
2014-04-06,963.0,0.0,101.16,5571.0,0,1.8,0,6,4,2014
2014-04-07,489.0,0.0,100.43,4025.0,0,3.0,0,0,4,2014
2014-04-08,327.0,0.0,102.57,3868.0,0,2.4,0,1,4,2014
2014-04-09,363.0,0.0,103.55,4315.0,0,3.1,0,2,4,2014
2014-04-10,293.0,0.0,103.37,3859.0,0,9.3,0,3,4,2014
2014-04-11,352.0,0.0,103.68,4231.0,0,2.9,0,4,4,2014
2014-04-12,791.0,0.0,103.68,5395.0,0,8.4,0,5,4,2014
2014-04-13,909.0,0.0,103.68,5380.0,0,3.7,0,6,4,2014
2014-04-14,424.0,0.0,104.05,4009.0,0,6.5,0,0,4,2014
2014-04-15,341.0,0.0,103.7,3837.0,0,8.2,1,1,4,2014
2014-04-16,456.0,0.0,103.71,4476.0,0,10.2,0,2,4,2014
2014-04-17,318.0,0.0,104.33,4282.0,0,5.2,0,3,4,2014
2014-04-18,485.0,0.0,104.33,4638.0,1,8.0,0,4,4,2014
2014-04-19,641.0,0.0,104.33,4991.0,0,9.6,0,5,4,2014
2014-04-20,555.0,0.0,104.33,4969.0,0,7.3,0,6,4,2014
2014-04-21,241.0,0.0,104.35,3984.0,0,3.6,0,0,4,2014
2014-04-22,1689.0,0.0,101.69,3822.0,0,6.7,0,1,4,2014
2014-04-23,198.0,0.0,101.47,4237.0,0,12.3,0,2,4,2014
2014-04-24,140.0,0.0,102.2,3793.0,0,8.1,0,3,4,2014
2014-04-25,242.0,0.0,100.85,4084.0,0,7.3,0,4,4,2014
2014-04-26,601.0,0.0,100.85,5148.0,0,12.8,0,5,4,2014
2014-04-27,718.0,0.0,100.85,5293.0,0,11.2,0,6,4,2014
2014-04-28,334.0,0.0,101.13,3903.0,0,14.5,0,0,4,2014
2014-04-29,272.0,0.0,101.56,3607.0,0,10.0,0,1,4,2014
2014-04-30,345.0,0.0,100.07,4165.0,0,13.4,1,2,4,2014
2014-05-01,867.0,0.0,99.69,5143.0,1,13.3,0,3,5,2014
2014-05-02,485.0,0.0,100.09,4403.0,0,20.0,0,4,5,2014
2014-05-03,802.0,0.0,100.09,5422.0,0,11.2,0,5,5,2014
2014-05-04,1062.0,0.0,100.09,5324.0,0,17.2,0,6,5,2014
2014-05-05,557.0,0.0,99.74,3882.0,0,8.2,0,0,5,2014
2014-05-06,457.0,0.0,99.81,3683.0,0,12.7,0,1,5,2014
2014-05-07,535.0,0.0,101.06,4482.0,0,11.1,0,2,5,2014
2014-05-08,310.0,0.0,100.52,3769.0,0,15.0,0,3,5,2014
2014-05-09,432.0,0.0,100.32,4657.0,0,9.9,0,4,5,2014
2014-05-10,776.0,0.0,100.32,6280.0,1,9.7,0,5,5,2014
2014-05-11,693.0,0.0,100.32,4421.0,1,11.2,0,6,5,2014
2014-05-12,504.0,0.0,100.89,3789.0,0,11.4,0,0,5,2014
2014-05-13,408.0,0.0,102.01,3768.0,0,6.6,0,1,5,2014
2014-05-14,370.0,0.0,102.63,4128.0,0,8.7,0,2,5,2014
2014-05-15,1774.0,0.0,101.74,3733.0,0,8.7,1,3,5,2014
2014-05-16,476.0,0.0,102.31,4281.0,0,8.8,0,4,5,2014
2014-05-17,787.0,0.0,102.31,5106.0,0,10.4,0,5,5,2014
2014-05-18,967.0,0.0,102.31,5262.0,0,3.4,0,6,5,2014
2014-05-19,441.0,0.0,102.95,3880.0,0,1.9,0,0,5,2014
2014-05-20,376.0,0.0,102.8,3563.0,0,10.9,0,1,5,2014
2014-05-21,361.0,0.0,104.31,4091.0,0,11.6,0,2,5,2014
2014-05-22,328.0,0.0,104.03,3769.0,0,5.8,0,3,5,2014
2014-05-23,310.0,0.0,105.01,4181.0,0,9.2,0,4,5,2014
2014-05-24,650.0,0.0,105.01,5119.0,1,3.5,0,5,5,2014
2014-05-25,749.0,0.0,105.01,5182.0,0,5.1,0,6,5,2014
2014-05-26,425.0,0.0,105.01,3960.0,0,5.0,0,0,5,2014
2014-05-27,331.0,0.0,104.78,3769.0,0,4.9,0,1,5,2014
2014-05-28,348.0,0.0,103.37,4250.0,0,9.2,0,2,5,2014
2014-05-29,227.0,0.0,104.26,3804.0,0,9.9,0,3,5,2014
2014-05-30,343.0,0.0,103.4,4365.0,0,4.4,0,4,5,2014
2014-05-31,687.0,0.0,103.4,5269.0,0,2.6,1,5,5,2014
2014-06-01,1084.0,0.0,103.4,6008.0,0,3.8,0,6,6,2014
2014-06-02,612.0,0.0,103.07,4244.0,0,18.0,0,0,6,2014
2014-06-03,499.0,0.0,103.34,3928.0,0,26.9,0,1,6,2014
2014-06-04,535.0,0.0,103.27,4301.0,0,6.6,0,2,6,2014
2014-06-05,336.0,0.0,103.17,3793.0,0,5.1,0,3,6,2014
2014-06-06,397.0,0.0,103.32,4322.0,0,3.7,0,4,6,2014
2014-06-07,758.0,0.0,103.32,5302.0,0,12.5,0,5,6,2014
2014-06-08,820.0,0.0,103.32,4733.0,0,3.6,0,6,6,2014
2014-06-09,494.0,0.0,105.09,4012.0,0,1.9,0,0,6,2014
2014-06-10,328.0,0.0,105.02,3617.0,0,0.5,0,1,6,2014
2014-06-11,458.0,0.0,105.04,4232.0,0,1.8,0,2,6,2014
2014-06-12,264.0,0.0,107.2,3819.0,1,3.7,0,3,6,2014
2014-06-13,355.0,0.0,107.49,4584.0,0,1.6,0,4,6,2014
2014-06-14,759.0,0.0,107.49,6236.0,0,5.6,0,5,6,2014
2014-06-15,423.0,0.0,107.49,3720.0,1,4.1,1,6,6,2014
2014-06-16,516.0,0.0,107.52,4064.0,0,0.0,0,0,6,2014
2014-06-17,352.0,0.0,106.95,3798.0,0,0.1,0,1,6,2014
2014-06-18,408.0,0.0,106.64,4044.0,0,2.5,0,2,6,2014
2014-06-19,324.0,0.0,107.08,3724.0,0,0.0,0,3,6,2014
2014-06-20,265.0,0.0,107.95,3774.0,1,3.4,0,4,6,2014
2014-06-21,723.0,0.0,107.95,5050.0,0,2.7,0,5,6,2014
2014-06-22,829.0,0.0,107.95,4823.0,0,2.5,0,6,6,2014
2014-06-23,1998.0,0.0,106.83,3789.0,0,4.2,0,0,6,2014
2014-06-24,388.0,0.0,106.64,3631.0,0,25.6,0,1,6,2014
2014-06-25,295.0,0.0,107.04,3750.0,1,13.3,0,2,6,2014
2014-06-26,275.0,0.0,106.49,3594.0,0,5.2,0,3,6,2014
2014-06-27,357.0,0.0,106.46,4047.0,0,4.9,0,4,6,2014
2014-06-28,653.0,0.0,106.46,4503.0,1,0.2,0,5,6,2014
2014-06-29,844.0,0.0,106.46,4563.0,1,1.7,0,6,6,2014
2014-06-30,437.0,0.0,106.07,3909.0,1,3.1,1,0,6,2014
2014-07-01,506.0,0.0,106.06,3943.0,1,7.6,0,1,7,2014
2014-07-02,573.0,0.0,105.18,4494.0,0,1.3,0,2,7,2014
2014-07-03,430.0,0.0,104.76,3849.0,0,1.7,0,3,7,2014
2014-07-04,438.0,0.0,104.76,4111.0,1,2.4,0,4,7,2014
2014-07-05,884.0,0.0,104.76,4674.0,1,1.6,0,5,7,2014
2014-07-06,1102.0,0.0,104.76,5092.0,0,3.5,0,6,7,2014
2014-07-07,510.0,0.0,104.19,4013.0,0,5.2,0,0,7,2014
2014-07-08,389.0,0.0,104.06,3643.0,1,1.0,0,1,7,2014
2014-07-09,460.0,0.0,102.93,4083.0,1,0.3,0,2,7,2014
2014-07-10,341.0,0.0,103.61,3780.0,0,3.7,0,3,7,2014
2014-07-11,434.0,0.0,101.48,4250.0,0,2.6,0,4,7,2014
2014-07-12,722.0,0.0,101.48,4816.0,1,1.7,0,5,7,2014
2014-07-13,705.0,0.0,101.48,4179.0,1,0.7,0,6,7,2014
2014-07-14,517.0,0.0,101.73,4003.0,0,0.9,0,0,7,2014
2014-07-15,463.0,0.0,100.56,3812.0,0,0.3,1,1,7,2014
2014-07-16,564.0,0.0,101.88,4195.0,0,0.2,0,2,7,2014
2014-07-17,416.0,1.0,103.84,3714.0,0,0.3,0,3,7,2014
2014-07-18,405.0,0.0,103.83,4160.0,0,0.1,0,4,7,2014
2014-07-19,790.0,0.0,103.83,4838.0,0,0.1,0,5,7,2014
2014-07-20,842.0,0.0,103.83,4433.0,0,1.8,0,6,7,2014
2014-07-21,508.0,1.0,105.34,3940.0,0,1.4,0,0,7,2014
2014-07-22,468.0,0.0,104.59,3797.0,0,1.4,0,1,7,2014
2014-07-23,461.0,0.0,103.81,4225.0,0,0.6,0,2,7,2014
2014-07-24,395.0,1.0,102.76,3756.0,0,0.0,0,3,7,2014
2014-07-25,2019.0,0.0,105.23,4140.0,0,0.8,0,4,7,2014
2014-07-26,713.0,1.0,105.23,4746.0,0,1.8,0,5,7,2014
2014-07-27,794.0,1.0,105.23,4526.0,0,1.9,0,6,7,2014
2014-07-28,471.0,0.0,105.68,3830.0,0,1.1,0,0,7,2014
2014-07-29,384.0,1.0,104.91,3758.0,0,0.3,0,1,7,2014
2014-07-30,408.0,1.0,104.29,4128.0,0,2.6,0,2,7,2014
2014-07-31,454.0,0.0,98.23,3836.0,0,1.6,1,3,7,2014
2014-08-01,582.0,0.0,97.86,4493.0,0,2.0,0,4,8,2014
2014-08-02,999.0,0.0,97.86,5006.0,0,2.2,0,5,8,2014
2014-08-03,1032.0,1.0,97.86,4931.0,0,2.4,0,6,8,2014
2014-08-04,617.0,1.0,98.26,4272.0,0,3.6,0,0,8,2014
2014-08-05,485.0,0.0,97.34,3871.0,0,3.8,0,1,8,2014
2014-08-06,489.0,1.0,96.93,4347.0,0,5.1,0,2,8,2014
2014-08-07,357.0,0.0,97.34,3844.0,0,1.6,0,3,8,2014
2014-08-08,419.0,0.0,97.61,4377.0,0,3.8,0,4,8,2014
2014-08-09,692.0,1.0,97.61,4715.0,0,3.2,0,5,8,2014
2014-08-10,760.0,0.0,97.61,4738.0,1,6.8,0,6,8,2014
2014-08-11,481.0,1.0,98.09,4383.0,0,2.4,0,0,8,2014
2014-08-12,473.0,1.0,97.36,3927.0,0,2.1,0,1,8,2014
2014-08-13,475.0,0.0,97.57,4503.0,0,0.8,0,2,8,2014
2014-08-14,405.0,0.0,95.54,4221.0,0,1.6,0,3,8,2014
2014-08-15,441.0,0.0,97.3,4858.0,0,2.3,1,4,8,2014
2014-08-16,834.0,0.0,97.3,5378.0,0,1.1,0,5,8,2014
2014-08-17,990.0,0.0,97.3,5398.0,0,0.2,0,6,8,2014
2014-08-18,596.0,0.0,96.44,4382.0,0,2.4,0,0,8,2014
2014-08-19,510.0,0.0,94.35,4189.0,0,1.3,0,1,8,2014
2014-08-20,489.0,0.0,96.4,4694.0,0,1.2,0,2,8,2014
2014-08-21,451.0,0.0,93.97,4291.0,0,4.2,0,3,8,2014
2014-08-22,458.0,1.0,93.61,4698.0,0,6.2,0,4,8,2014
2014-08-23,847.0,0.0,93.61,5472.0,0,10.5,0,5,8,2014
2014-08-24,952.0,0.0,93.61,5375.0,0,3.2,0,6,8,2014
2014-08-25,1717.0,0.0,95.39,4271.0,0,6.0,0,0,8,2014
2014-08-26,412.0,0.0,95.78,4197.0,0,4.3,0,1,8,2014
2014-08-27,548.0,1.0,95.82,4645.0,0,7.3,0,2,8,2014
2014-08-28,441.0,1.0,96.44,4327.0,0,11.2,0,3,8,2014
2014-08-29,550.0,1.0,97.86,4902.0,0,3.1,0,4,8,2014
2014-08-30,938.0,1.0,97.86,5795.0,0,0.5,0,5,8,2014
2014-08-31,1163.0,0.0,97.86,5945.0,0,1.1,1,6,8,2014
2014-09-01,769.0,1.0,97.86,5006.0,0,3.6,0,0,9,2014
2014-09-02,632.0,1.0,92.92,4521.0,0,3.4,0,1,9,2014
2014-09-03,691.0,1.0,95.5,4985.0,0,6.7,0,2,9,2014
2014-09-04,449.0,1.0,94.51,4283.0,0,4.8,0,3,9,2014
2014-09-05,499.0,1.0,93.32,4571.0,0,1.1,0,4,9,2014
2014-09-06,1037.0,1.0,93.32,5847.0,0,1.4,0,5,9,2014
2014-09-07,1287.0,1.0,93.32,6099.0,0,0.0,0,6,9,2014
2014-09-08,603.0,1.0,92.64,4415.0,0,0.2,0,0,9,2014
2014-09-09,450.0,1.0,92.73,4087.0,0,2.8,0,1,9,2014
2014-09-10,530.0,1.0,91.71,4546.0,0,6.2,0,2,9,2014
2014-09-11,356.0,1.0,92.89,3946.0,0,12.6,0,3,9,2014
2014-09-12,480.0,1.0,92.18,4567.0,0,7.5,0,4,9,2014
2014-09-13,828.0,1.0,92.18,5674.0,0,9.4,0,5,9,2014
2014-09-14,1005.0,1.0,92.18,5634.0,0,4.9,0,6,9,2014
2014-09-15,567.0,1.0,92.86,4273.0,0,5.7,1,0,9,2014
2014-09-16,556.0,1.0,94.91,4125.0,0,2.4,0,1,9,2014
2014-09-17,524.0,1.0,94.33,4545.0,0,7.4,0,2,9,2014
2014-09-18,343.0,0.0,93.07,3820.0,0,13.2,0,3,9,2014
2014-09-19,396.0,1.0,92.43,4057.0,0,9.0,0,4,9,2014
2014-09-20,882.0,1.0,92.43,5529.0,0,10.9,0,5,9,2014
2014-09-21,950.0,1.0,92.43,5410.0,0,13.0,0,6,9,2014
2014-09-22,451.0,1.0,91.46,3983.0,0,10.6,0,0,9,2014
2014-09-23,491.0,1.0,91.55,4054.0,0,14.4,0,1,9,2014
2014-09-24,481.0,0.0,93.6,4637.0,0,2.3,0,2,9,2014
2014-09-25,365.0,1.0,93.59,4064.0,0,7.1,0,3,9,2014
2014-09-26,422.0,2.0,95.55,4072.0,0,2.7,0,4,9,2014
2014-09-27,891.0,2.0,95.55,5556.0,0,2.4,0,5,9,2014
2014-09-28,1093.0,4.0,95.55,5631.0,0,2.2,0,6,9,2014
2014-09-29,472.0,1.0,94.53,4107.0,0,2.3,0,0,9,2014
2014-09-30,466.0,4.0,91.17,3988.0,0,3.5,1,1,9,2014
2014-10-01,737.0,3.0,90.74,4787.0,0,3.1,0,2,10,2014
2014-10-02,603.0,2.0,91.02,4115.0,0,1.1,0,3,10,2014
2014-10-03,565.0,3.0,89.76,4717.0,0,3.8,0,4,10,2014
2014-10-04,1117.0,2.0,89.76,5760.0,0,11.8,0,5,10,2014
2014-10-05,1330.0,3.0,89.76,5617.0,0,2.0,0,6,10,2014
2014-10-06,486.0,1.0,90.33,3870.0,0,7.5,0,0,10,2014
2014-10-07,492.0,2.0,88.89,4120.0,0,10.2,0,1,10,2014
2014-10-08,480.0,3.0,87.29,4203.0,0,11.5,0,2,10,2014
2014-10-09,352.0,2.0,85.76,3875.0,0,13.1,0,3,10,2014
2014-10-10,733.0,1.0,85.87,4984.0,1,12.4,0,4,10,2014
2014-10-11,789.0,2.0,85.87,5169.0,0,17.7,0,5,10,2014
2014-10-12,897.0,2.0,85.87,5033.0,0,12.3,0,6,10,2014
2014-10-13,445.0,0.0,85.73,4024.0,0,7.6,0,0,10,2014
2014-10-14,393.0,1.0,81.72,3838.0,0,2.2,0,1,10,2014
2014-10-15,467.0,1.0,81.82,4465.0,0,3.1,1,2,10,2014
2014-10-16,449.0,1.0,82.33,4017.0,0,3.2,0,3,10,2014
2014-10-17,504.0,2.0,82.8,4329.0,0,11.0,0,4,10,2014
2014-10-18,852.0,0.0,82.8,5523.0,0,37.7,0,5,10,2014
2014-10-19,895.0,1.0,82.8,5211.0,0,15.3,0,6,10,2014
2014-10-20,490.0,2.0,82.76,4119.0,0,12.0,0,0,10,2014
2014-10-21,413.0,2.0,83.25,3817.0,0,9.9,0,1,10,2014
2014-10-22,461.0,1.0,80.52,4338.0,0,13.3,0,2,10,2014
2014-10-23,334.0,1.0,82.81,3679.0,0,8.5,0,3,10,2014
2014-10-24,336.0,3.0,81.27,4098.0,0,13.2,0,4,10,2014
2014-10-25,722.0,2.0,81.27,5177.0,0,7.1,0,5,10,2014
2014-10-26,887.0,2.0,81.27,5149.0,0,7.1,0,6,10,2014
2014-10-27,397.0,2.0,81.26,3754.0,0,7.3,0,0,10,2014
2014-10-28,320.0,1.0,81.36,3765.0,0,11.8,0,1,10,2014
2014-10-29,330.0,2.0,82.25,4256.0,0,5.3,0,2,10,2014
2014-10-30,279.0,0.0,81.06,3795.0,0,2.4,0,3,10,2014
2014-10-31,361.0,0.0,80.53,4139.0,0,2.5,1,4,10,2014
2014-11-01,860.0,0.0,80.53,4843.0,0,1.5,0,5,11,2014
2014-11-02,767.0,0.0,80.53,4344.0,1,11.6,0,6,11,2014
2014-11-03,1069.0,0.0,78.77,4974.0,1,11.4,0,0,11,2014
2014-11-04,485.0,0.0,77.15,3745.0,0,14.0,0,1,11,2014
2014-11-05,552.0,0.0,78.71,4018.0,0,14.4,0,2,11,2014
2014-11-06,471.0,0.0,77.87,3724.0,0,4.4,0,3,11,2014
2014-11-07,435.0,0.0,78.71,4194.0,0,1.8,0,4,11,2014
2014-11-08,732.0,0.0,78.71,5297.0,0,2.7,0,5,11,2014
2014-11-09,980.0,0.0,78.71,5006.0,0,13.6,0,6,11,2014
2014-11-10,418.0,0.0,77.43,3654.0,0,19.2,0,0,11,2014
2014-11-11,360.0,0.0,77.85,3740.0,0,24.3,0,1,11,2014
2014-11-12,423.0,0.0,77.16,4300.0,0,4.6,0,2,11,2014
2014-11-13,328.0,0.0,74.13,3714.0,0,1.2,0,3,11,2014
2014-11-14,388.0,0.0,75.91,4114.0,0,0.8,0,4,11,2014
2014-11-15,727.0,1.0,75.91,5190.0,0,4.5,1,5,11,2014
2014-11-16,930.0,0.0,75.91,5023.0,0,2.6,0,6,11,2014
2014-11-17,442.0,0.0,75.64,3987.0,0,2.0,0,0,11,2014
2014-11-18,406.0,1.0,74.55,3907.0,0,9.1,0,1,11,2014
2014-11-19,400.0,0.0,74.55,4062.0,0,8.2,0,2,11,2014
2014-11-20,306.0,0.0,75.63,3804.0,0,6.8,0,3,11,2014
2014-11-21,369.0,2.0,76.52,4344.0,0,7.5,0,4,11,2014
2014-11-22,741.0,2.0,76.52,5225.0,0,8.2,0,5,11,2014
2014-11-23,869.0,0.0,76.52,5215.0,0,12.3,0,6,11,2014
2014-11-24,432.0,1.0,75.74,3974.0,0,5.1,0,0,11,2014
2014-11-25,361.0,2.0,74.04,3851.0,0,5.4,0,1,11,2014
2014-11-26,380.0,1.0,73.7,4431.0,0,10.1,0,2,11,2014
2014-11-27,333.0,0.0,73.7,3916.0,0,5.2,0,3,11,2014
2014-11-28,361.0,0.0,65.94,4291.0,1,2.5,0,4,11,2014
2014-11-29,874.0,2.0,65.94,5461.0,0,1.8,0,5,11,2014
2014-11-30,1114.0,2.0,65.94,5872.0,0,7.9,1,6,11,2014
2014-12-01,718.0,1.0,68.98,4682.0,1,9.3,0,0,12,2014
2014-12-02,655.0,2.0,66.99,4411.0,0,0.9,0,1,12,2014
2014-12-03,497.0,0.0,67.3,4521.0,0,1.8,0,2,12,2014
2014-12-04,471.0,1.0,66.73,4413.0,0,12.5,0,3,12,2014
2014-12-05,402.0,2.0,65.89,4649.0,0,26.1,0,4,12,2014
2014-12-06,879.0,2.0,65.89,5178.0,0,8.8,0,5,12,2014
2014-12-07,1026.0,2.0,65.89,5452.0,0,9.5,0,6,12,2014
2014-12-08,617.0,0.0,63.13,4834.0,0,5.8,0,0,12,2014
2014-12-09,508.0,0.0,63.74,4530.0,0,24.3,0,1,12,2014
2014-12-10,452.0,0.0,60.99,4969.0,0,9.1,0,2,12,2014
2014-12-11,421.0,2.0,60.01,4934.0,0,4.4,0,3,12,2014
2014-12-12,465.0,2.0,57.81,4969.0,0,9.7,0,4,12,2014
